year,country,gini_net,gini_net_se,gini_market,gini_market_se,rel_red,rel_red_se,abs_red,abs_red_se
1991,"Portugal",30.31492,1.316871,50.11197,2.717883,39.40247,2.933221,19.79704,2.319808
1992,"Portugal",31.70702,1.398365,47.77214,3.33018,33.46649,2.956068,16.06513,2.377827
1993,"Portugal",32.99162,1.419381,45.10587,3.200321,26.66543,3.341008,12.11424,2.252
1994,"Portugal",33.94331,1.61827,42.31267,2.124679,19.67202,3.982705,8.369359,1.925601
1995,"Portugal",35.32737,1.433205,41.66761,2.039513,15.10108,3.768421,6.340231,1.773205
1996,"Portugal",35.17977,1.429672,41.34126,1.912591,14.79733,3.82777,6.161487,1.754682
1997,"Portugal",35.91532,1.306659,40.75142,1.957295,11.74442,3.740786,4.836099,1.679936
1998,"Portugal",35.87584,1.367656,40.36348,1.8993,11.00018,3.88137,4.487638,1.708683
1999,"Portugal",35.85496,1.314714,40.14236,1.940772,10.55063,3.915765,4.287403,1.708619
2000,"Portugal",35.84879,1.350915,39.9552,1.992147,10.14532,3.902479,4.106408,1.694624
2001,"Portugal",35.83844,1.416706,39.75589,2.031143,9.706487,4.257941,3.917449,1.83265
2002,"Portugal",36.10851,1.208396,43.7877,2.138788,17.45095,2.376771,7.67919,1.336875
2003,"Portugal",36.27394,1.174363,47.76074,2.288615,23.97199,2.182821,11.4868,1.494262
2004,"Portugal",36.70913,1.299499,53.714,3.259025,31.48214,3.578511,17.00488,2.795737
2005,"Portugal",36.29583,1.202476,54.14368,3.038847,32.81414,3.306024,17.84785,2.643328
2006,"Portugal",35.94162,1.147011,54.78864,2.964118,34.2667,3.044385,18.84703,2.551914
2007,"Portugal",35.15276,1.133386,54.9222,2.748484,35.89029,2.734884,19.76944,2.34278
2008,"Portugal",34.50024,1.143994,54.92863,2.615146,37.09863,2.641316,20.42839,2.261983
2009,"Portugal",33.81339,1.106708,54.5471,2.587929,37.92242,2.543305,20.73371,2.203439
2010,"Portugal",33.60768,1.159436,54.91789,2.810516,38.69601,2.807603,21.31022,2.441249
2011,"Portugal",33.49913,1.18006,54.95984,2.916157,38.93557,2.813065,21.46071,2.511089
2012,"Portugal",33.77785,1.263956,55.61949,3.725977,39.07749,3.47306,21.84163,3.222379
1963,"Puerto Rico",30.13721,1.916815,43.34795,2.753648,,,,
1969,"Puerto Rico",36.60116,2.328507,52.30008,3.213987,,,,
1977,"Puerto Rico",29.52733,1.131576,42.51812,1.835685,,,,
1979,"Puerto Rico",32.04935,1.415475,46.21215,2.356984,,,,
1989,"Puerto Rico",35.64017,2.003762,50.60283,2.959968,,,,
1990,"Puerto Rico",35.96012,1.896668,51.04268,2.83675,,,,
1991,"Puerto Rico",36.28008,1.804653,51.48252,2.739794,,,,
1992,"Puerto Rico",36.60003,1.730122,51.92236,2.671962,,,,
1993,"Puerto Rico",36.91998,1.675412,52.3622,2.635501,,,,
1994,"Puerto Rico",37.23994,1.642505,52.80204,2.631717,,,,
1995,"Puerto Rico",37.55989,1.632718,53.24188,2.660749,,,,
1996,"Puerto Rico",37.87985,1.646464,53.68172,2.721547,,,,
1997,"Puerto Rico",38.1998,1.683168,54.12156,2.812052,,,,
1998,"Puerto Rico",38.51976,1.741377,54.5614,2.929511,,,,
1999,"Puerto Rico",38.83971,1.819028,55.00124,3.070833,,,,
2000,"Puerto Rico",38.46795,1.848262,54.68716,2.992412,,,,
2001,"Puerto Rico",38.19937,1.678177,54.16348,2.681567,,,,
2002,"Puerto Rico",37.93078,1.762786,53.63979,2.752222,,,,
2003,"Puerto Rico",37.6622,2.071106,53.1161,3.17904,,,,
2004,"Puerto Rico",37.8176,1.794537,53.46608,2.742363,,,,
2005,"Puerto Rico",37.97301,1.72978,53.81605,2.636424,,,,
2006,"Puerto Rico",38.12841,1.898633,54.16603,2.897729,,,,
2007,"Puerto Rico",38.20016,1.699176,54.216,2.707061,,,,
2008,"Puerto Rico",38.08117,1.490799,53.99696,2.308164,,,,
2009,"Puerto Rico",37.96218,1.7214,53.77792,2.622839,,,,
2010,"Puerto Rico",37.85706,1.724847,53.66516,2.750139,,,,
2011,"Puerto Rico",37.74526,1.697914,53.56888,2.735614,,,,
1989,"Romania",20.4458,.95136,26.39726,1.289313,,,,
1990,"Romania",21.00918,.6764832,28.06844,1.238716,25.05442,3.044461,7.059258,1.091918
1991,"Romania",22.60855,.4951862,30.25634,1.348243,25.16713,2.828836,7.647792,1.158144
1992,"Romania",23.43431,.4647321,31.99154,1.037526,26.69422,2.101375,8.557225,.9081693
1993,"Romania",24.50522,.4821882,32.74652,1.119895,25.10665,2.158352,8.241295,.9499924
1994,"Romania",25.84218,.3846304,34.65528,.7384309,25.40891,1.402732,8.8131,.636134
1995,"Romania",27.9,.213279,37.5,.2,25.58803,.5156572,9.598268,.2116781
1996,"Romania",27.55443,.28663,36.8866,.3573049,25.29635,.7557059,9.332175,.3291342
1997,"Romania",28,.227997,37.3,.2,24.89007,.5631874,9.285054,.2242693
1998,"Romania",27.62329,.4005619,36.89251,.6430261,25.11211,1.183157,9.26922,.5513806
1999,"Romania",27.57061,.5398724,36.92952,.8941379,25.3178,1.606097,9.358902,.7584415
2000,"Romania",28.13679,.6663614,37.16154,1.120598,24.24457,2.04031,9.024761,.9560059
2001,"Romania",28.42295,.7541513,37.70266,1.334067,24.55551,2.350055,9.279708,1.136298
2002,"Romania",29.36662,.9216856,38.92626,1.665995,24.47236,2.865367,9.559639,1.420148
2003,"Romania",29.16455,1.08404,39.25491,2.021366,25.58404,3.315262,10.09036,1.69478
2004,"Romania",30.19736,1.056292,40.59893,2.176412,25.47376,3.572834,10.40157,1.896597
2005,"Romania",30.90063,1.103764,41.58265,2.347094,25.52569,3.710719,10.68202,2.032373
2006,"Romania",32.54831,.983281,42.00104,2.523703,22.29138,4.145108,9.452725,2.244828
2007,"Romania",33.71894,1.070598,42.52662,2.556344,20.50309,4.082367,8.807681,2.170867
2008,"Romania",33.91142,1.083311,41.39761,2.474032,17.86508,4.330549,7.486193,2.161702
2009,"Romania",33.67299,1.169147,41.47826,2.327098,18.64252,3.965847,7.805268,1.984522
2010,"Romania",32.5965,1.141403,41.14785,2.135216,20.642,3.611186,8.551349,1.829961
2011,"Romania",32.04512,1.149982,41.56666,2.016387,22.79149,3.397416,9.521542,1.762449
2012,"Romania",31.65166,1.199967,42.58082,1.879977,25.58727,3.002527,10.92915,1.60895
1963,"Russian Federation",28.62136,2.25978,32.19439,4.767308,,,,
1964,"Russian Federation",28.09671,2.067037,31.74836,4.363062,,,,
1965,"Russian Federation",27.54698,1.922043,31.43529,4.080158,,,,
1966,"Russian Federation",26.64113,1.720205,30.76983,3.810829,,,,
1967,"Russian Federation",25.84641,1.560075,30.3087,3.539267,,,,
1968,"Russian Federation",25.21899,1.427657,29.9393,3.450329,,,,
1969,"Russian Federation",24.9412,1.372009,29.78105,3.295247,,,,
1970,"Russian Federation",24.86029,1.370978,29.75983,3.320525,,,,
1971,"Russian Federation",24.92212,1.389277,29.74809,3.247668,,,,
1972,"Russian Federation",24.9302,1.391093,29.75049,3.293364,,,,
1973,"Russian Federation",24.8237,1.367236,29.7057,3.28046,,,,
1974,"Russian Federation",24.57419,1.316604,29.59471,3.256647,,,,
1975,"Russian Federation",24.20002,1.257449,29.46687,3.189311,,,,
1976,"Russian Federation",23.78468,1.1749,29.2736,3.151887,,,,
1977,"Russian Federation",23.40553,1.114573,28.96603,3.091506,,,,
1978,"Russian Federation",23.11778,1.062107,28.61984,3.110963,,,,
1979,"Russian Federation",22.96528,1.059639,28.06353,2.883231,,,,
1980,"Russian Federation",22.92529,1.048278,27.7687,2.923165,,,,
1981,"Russian Federation",22.93397,1.421278,26.93462,2.376669,,,,
1982,"Russian Federation",23.04887,1.096912,27.74724,2.915085,,,,
1983,"Russian Federation",23.09376,1.142748,27.9189,2.888907,,,,
1984,"Russian Federation",23.08376,1.108639,28.02215,2.901322,,,,
1985,"Russian Federation",23.03575,1.125039,28.09162,2.845318,17.47775,5.689751,5.055874,2.017568
1986,"Russian Federation",22.71606,1.149564,27.35846,2.230268,16.59243,5.896969,4.642398,1.886714
1987,"Russian Federation",23.00782,1.012057,28.25851,2.378643,18.23691,4.678987,5.250692,1.689279
1988,"Russian Federation",22.44943,.8859517,28.57667,2.129417,21.12173,5.080761,6.127233,1.831654
1989,"Russian Federation",23.87816,1.233469,28.64245,1.871301,16.42296,4.929033,4.764293,1.620773
1990,"Russian Federation",23.35958,.7428753,33.98698,2.984945,30.83305,5.368688,10.62741,2.671506
1991,"Russian Federation",32.27591,.6836905,38.82415,2.717502,16.52056,5.20458,6.548239,2.434838
1992,"Russian Federation",39.5,.49,54.66771,3.081051,27.51685,3.682643,15.15297,2.832268
1993,"Russian Federation",39.43125,.7672302,46.60752,2.750253,15.15122,4.421074,7.176276,2.449693
1994,"Russian Federation",41.47295,.7487016,47.78962,2.398515,13.03793,3.834261,6.316661,2.105069
1995,"Russian Federation",44.7,.65,43.06124,2.061504,-4.06811,4.463765,-1.664563,1.838137
1996,"Russian Federation",41.95116,.8383125,40.63197,1.773026,-3.399958,3.958521,-1.319191,1.544828
1997,"Russian Federation",40.75998,1.003927,40.63515,1.853984,-.458949,3.960307,-.1248322,1.598115
1998,"Russian Federation",40.12548,1.013624,42.3877,1.661886,5.240305,3.2019,2.262217,1.419335
1999,"Russian Federation",40.52426,.8584642,46.45796,1.359323,12.72591,2.231465,5.933695,1.161446
2000,"Russian Federation",40.8,.690089,50.3,.7,18.80374,1.260233,9.465672,.6818711
2001,"Russian Federation",40.54034,.6504313,50.18108,1.003813,19.19177,1.526012,9.64074,.9037052
2002,"Russian Federation",40.24146,.6561713,50.21899,1.064409,19.84644,1.513986,9.977534,.9154217
2003,"Russian Federation",40.27822,.5985461,50.71843,.9000709,20.5709,1.263178,10.44021,.7667336
2004,"Russian Federation",40.3,.599371,51.7,.6,22.00311,1.021358,11.38283,.5774351
2005,"Russian Federation",40.31649,.6667768,50.89426,.9345463,20.76881,1.407108,10.57777,.8434308
2006,"Russian Federation",40.60279,.8167052,50.79469,1.328885,20.03023,1.94001,10.19191,1.179093
2007,"Russian Federation",40.69038,.988481,50.60392,1.593535,19.54437,2.194154,9.913538,1.335492
2008,"Russian Federation",40.66174,1.179116,50.82676,1.927303,19.93083,2.679086,10.16503,1.643034
2009,"Russian Federation",41.0084,1.250784,51.21143,2.23489,19.82698,3.039203,10.20303,1.894998
2010,"Russian Federation",40.15764,1.394178,50.69119,2.492602,20.65327,3.543669,10.53356,2.183431
2011,"Russian Federation",41.18889,1.541109,51.65125,2.988091,20.07552,4.048343,10.46236,2.560182
1985,"Rwanda",23.52231,1.339374,25.45699,1.714694,,,,
1986,"Rwanda",25.18623,1.340358,27.16086,1.723334,,,,
1987,"Rwanda",26.85015,1.355726,28.86473,1.753435,,,,
1988,"Rwanda",28.51407,1.385001,30.5686,1.803924,,,,
1989,"Rwanda",30.17799,1.427325,32.27247,1.873154,,,,
1990,"Rwanda",31.84191,1.481582,33.97635,1.959137,,,,
1991,"Rwanda",33.50583,1.546516,35.68021,2.059778,,,,
1992,"Rwanda",35.16975,1.620844,37.38409,2.173041,,,,
1993,"Rwanda",36.83367,1.703337,39.08796,2.297059,,,,
1994,"Rwanda",38.49759,1.792868,40.79183,2.430186,,,,
1995,"Rwanda",40.16151,1.888437,42.4957,2.571008,,,,
1996,"Rwanda",41.82543,1.989173,44.19957,2.71833,,,,
1997,"Rwanda",43.48935,2.094331,45.90345,2.87115,,,,
1998,"Rwanda",45.15327,2.203278,47.60732,3.028636,,,,
1999,"Rwanda",46.81719,2.315479,49.31119,3.190099,,,,
2000,"Rwanda",48.48111,2.430483,51.01506,3.354962,,,,
2001,"Rwanda",49.84427,2.999192,52.02079,3.444874,,,,
2002,"Rwanda",49.14009,2.713602,51.41206,3.025177,,,,
2003,"Rwanda",48.43591,2.604352,50.80332,2.788937,,,,
2004,"Rwanda",47.73172,2.692991,50.19458,2.783267,,,,
2005,"Rwanda",47.02753,2.961804,49.58585,3.00947,,,,
2006,"Rwanda",45.80435,2.400605,48.79977,2.660357,,,,
2007,"Rwanda",47.02603,2.355543,49.83912,2.498806,,,,
2008,"Rwanda",48.24771,2.533611,50.87847,2.58084,,,,
2009,"Rwanda",49.46939,2.893909,51.91782,2.885757,,,,
2010,"Rwanda",50.69106,3.378631,52.95717,3.3533,,,,
2011,"Rwanda",49.93839,3.278593,52.11345,3.445421,,,,
2000,"Sao Tome and Principe",53.32475,3.700707,55.93987,4.118033,,,,
1960,"Senegal",52.78041,3.139867,57.647,4.349277,,,,
1991,"Senegal",51.50422,3.645775,52.13763,3.899772,,,,
1992,"Senegal",47.77242,2.911183,50.08806,3.350358,,,,
1993,"Senegal",44.04062,2.403591,48.03849,3.169508,,,,
1994,"Senegal",40.30883,2.280014,45.98892,3.416267,,,,
1995,"Senegal",41.04736,1.976296,48.46709,3.534707,,,,
1996,"Senegal",40.61102,1.919773,47.19645,3.344226,,,,
1997,"Senegal",40.17467,1.955379,45.92581,3.268805,,,,
1998,"Senegal",39.73833,2.078385,44.65517,3.316303,,,,
1999,"Senegal",39.30199,2.274655,43.38453,3.481693,,,,
2000,"Senegal",38.86565,2.527177,42.11388,3.749407,,,,
2001,"Senegal",38.42931,2.820884,40.84324,4.099446,,,,
2002,"Senegal",38.67662,4.162002,40.87738,6.358666,,,,
2003,"Senegal",37.83684,3.164936,40.15649,4.697871,,,,
2004,"Senegal",36.99706,2.356282,39.43559,3.301404,,,,
2005,"Senegal",36.15727,1.981918,38.71469,2.63068,,,,
2006,"Senegal",36.66436,1.950581,39.32803,2.578184,,,,
2007,"Senegal",37.17144,2.015433,39.94137,2.646869,,,,
2008,"Senegal",37.67853,2.167856,40.55471,2.827919,,,,
2009,"Senegal",38.18561,2.391164,41.16806,3.10172,,,,
2010,"Senegal",38.6927,2.667613,41.7814,3.446236,,,,
2011,"Senegal",39.19978,2.982463,42.39474,3.842491,,,,
2002,"Serbia",32.5331,1.669231,36.09845,2.87008,,,,
2003,"Serbia",33.20504,1.73763,37.29377,2.72199,,,,
2004,"Serbia",32.65215,1.612725,36.47794,2.688252,,,,
2005,"Serbia",32.48746,1.599433,36.51251,2.585069,,,,
2006,"Serbia",31.07858,1.573879,34.86448,2.528212,,,,
2007,"Serbia",30.20085,1.474596,34.09084,2.505881,,,,
2008,"Serbia",29.33787,1.436803,32.98101,2.415975,,,,
2009,"Serbia",29.04368,1.471855,32.31754,2.52586,,,,
2010,"Serbia",29.37719,1.604071,32.261,2.616191,,,,
1988,"Serbia and Montenegro",30.29006,1.882577,30.99214,5.450902,,,,
1989,"Serbia and Montenegro",22.23077,3.413575,25.00874,9.782591,,,,
1990,"Serbia and Montenegro",32.5019,1.764806,32.7961,3.723245,,,,
1991,"Serbia and Montenegro",33.29955,1.791147,33.72528,3.212913,,,,
1992,"Serbia and Montenegro",35.41032,1.675329,35.29212,2.338997,,,,
1993,"Serbia and Montenegro",35.19115,1.673065,35.05533,2.306345,-.6580057,5.810344,-.1358202,2.009123
1994,"Serbia and Montenegro",32.55014,1.455863,32.38937,2.137989,-.7805199,5.778746,-.1607731,1.846408
1995,"Serbia and Montenegro",30.80607,1.448056,30.63154,2.041049,-.8483647,5.806167,-.1745225,1.751237
1996,"Serbia and Montenegro",27.73975,1.287762,27.57436,1.849482,-.8996649,6.064025,-.1653952,1.641684
1997,"Serbia and Montenegro",27.09816,1.223792,27.1343,1.76275,-.140093,5.747149,.0361472,1.553692
1998,"Serbia and Montenegro",27.36237,1.190942,27.57748,2.37528,.228945,7.438051,.2151095,2.026727
1999,"Serbia and Montenegro",27.60626,1.192104,28.1184,2.845788,1.015062,8.845745,.5121468,2.448309
2000,"Serbia and Montenegro",28.28122,1.251177,28.62265,4.073066,-.5889256,13.34323,.341432,3.59376
2001,"Serbia and Montenegro",28.0191,1.279956,28.50512,4.51056,-.5526259,15.25837,.4860251,4.005204
1978,"Seychelles",42.97505,2.881638,46.78611,2.984372,,,,
2000,"Seychelles",43.37876,2.159344,45.33535,3.41684,,,,
2001,"Seychelles",43.07731,2.071946,45.21144,3.259858,,,,
2002,"Seychelles",42.77586,2.047683,45.08754,3.180719,,,,
2003,"Seychelles",42.4744,2.088753,44.96363,3.185227,,,,
2004,"Seychelles",42.17295,2.191489,44.83973,3.273039,,,,
2005,"Seychelles",41.87149,2.347808,44.71582,3.437777,,,,
2006,"Seychelles",41.57004,2.547867,44.59191,3.669092,,,,
2007,"Seychelles",41.26859,2.782246,44.46801,3.955323,,,,
1968,"Sierra Leone",47.67914,3.26083,51.96312,3.281961,,,,
1989,"Sierra Leone",63.32104,3.903765,66.23056,5.124815,,,,
1990,"Sierra Leone",61.91458,3.693011,64.76704,4.871792,,,,
1991,"Sierra Leone",60.50812,3.486701,63.30353,4.625828,,,,
1992,"Sierra Leone",59.10167,3.285673,61.84002,4.388113,,,,
1993,"Sierra Leone",57.69521,3.090958,60.37651,4.160058,,,,
1994,"Sierra Leone",56.28875,2.903827,58.913,3.943342,,,,
1995,"Sierra Leone",54.88229,2.725842,57.44949,3.739935,,,,
1996,"Sierra Leone",53.47583,2.558911,55.98597,3.552125,,,,
1997,"Sierra Leone",52.06937,2.405337,54.52246,3.382511,,,,
1998,"Sierra Leone",50.66292,2.267836,53.05895,3.233957,,,,
1999,"Sierra Leone",49.25646,2.149495,51.59544,3.109483,,,,
2000,"Sierra Leone",47.85,2.053627,50.13192,3.012075,,,,
2001,"Sierra Leone",46.44355,1.983495,48.66841,2.944422,,,,
2002,"Sierra Leone",45.03709,1.941889,47.2049,2.908599,,,,
2003,"Sierra Leone",43.63063,1.930654,45.74139,2.905786,,,,
2004,"Sierra Leone",45.90326,2.21608,47.99258,3.161261,,,,
2005,"Sierra Leone",43.96592,2.029211,46.02693,2.884708,,,,
2006,"Sierra Leone",42.57506,1.889561,44.56303,2.70146,,,,
2007,"Sierra Leone",41.1842,1.806728,43.09912,2.588151,,,,
2008,"Sierra Leone",39.79333,1.788623,41.63522,2.554105,,,,
2009,"Sierra Leone",38.40247,1.837162,40.17132,2.602435,,,,
2010,"Sierra Leone",37.01162,1.947367,38.70742,2.728768,,,,
2011,"Sierra Leone",35.62075,2.109596,37.24352,2.923008,,,,
1960,"Singapore",37.99079,2.760341,39.52807,3.452171,,,,
1961,"Singapore",38.04184,2.63693,39.52762,3.330943,,,,
1962,"Singapore",38.55323,2.506297,40.20605,3.226415,,,,
1963,"Singapore",39.03429,2.485717,40.68358,3.247975,,,,
1964,"Singapore",40.22532,2.421456,42.16724,3.179336,,,,
1965,"Singapore",40.63035,2.54125,42.496,3.258984,,,,
1966,"Singapore",42.23358,3.726729,44.30759,4.400437,,,,
1967,"Singapore",40.42508,2.658908,42.30968,3.234812,,,,
1968,"Singapore",39.75815,2.724107,41.62417,3.259319,,,,
1969,"Singapore",38.57893,2.61685,40.50745,3.182136,,,,
1970,"Singapore",37.92574,2.603861,39.7953,3.189643,,,,
1971,"Singapore",37.44721,2.536139,39.43326,3.093456,,,,
1972,"Singapore",37.21977,2.844061,39.07933,3.608723,,,,
1973,"Singapore",37.39891,2.347405,39.35908,2.876997,,,,
1974,"Singapore",37.37503,2.568152,39.3953,3.355246,,,,
1975,"Singapore",37.67718,2.696319,39.45382,3.26867,4.124324,7.553383,1.776641,2.979218
1976,"Singapore",37.2407,2.52197,39.19464,3.157887,4.638868,7.01352,1.953941,2.799446
1977,"Singapore",37.07929,2.564149,39.03499,3.302281,4.603163,7.533677,1.955705,2.965303
1978,"Singapore",36.44727,2.471909,38.36937,3.180912,4.607807,7.483104,1.922103,2.893284
1979,"Singapore",36.27496,2.530148,38.20019,3.314721,4.624115,7.516494,1.925228,2.926218
1980,"Singapore",36.6624,2.491201,38.58044,3.159906,4.593063,7.317558,1.91804,2.879375
1981,"Singapore",37.22419,2.568561,39.32629,3.273847,4.970722,7.214766,2.1021,2.923994
1982,"Singapore",38.33315,2.652289,40.39468,3.375705,4.713346,7.394899,2.061531,3.076943
1983,"Singapore",38.91987,2.687248,40.88178,3.496513,4.383082,7.556214,1.961909,3.127735
1984,"Singapore",39.27218,2.694809,41.21081,3.440349,4.299572,7.540311,1.93863,3.155972
1985,"Singapore",39.11504,2.747571,41.31576,3.57002,4.902051,7.636542,2.200726,3.21917
1986,"Singapore",38.93807,2.623873,41.14433,3.44882,4.955949,7.398732,2.206257,3.109138
1987,"Singapore",39.11966,2.622194,41.09949,3.657734,4.359798,7.507998,1.979832,3.138461
1988,"Singapore",39.0435,2.451966,41.14076,3.272943,4.735197,6.905351,2.097255,2.915749
1989,"Singapore",39.02031,2.308819,41.12634,3.07258,4.813821,6.308509,2.106024,2.678755
1990,"Singapore",38.70073,1.874677,41.09953,2.547363,5.618627,5.277628,2.398796,2.260823
1991,"Singapore",37.6676,1.860451,40.26432,2.480841,6.232178,5.366682,2.596723,2.248958
1992,"Singapore",37.27098,1.643264,39.94261,2.058736,6.553235,4.372745,2.671635,1.823576
1993,"Singapore",36.64173,1.570332,39.26113,2.178603,6.488855,4.850495,2.619405,1.982655
1994,"Singapore",37.6651,1.779873,40.18954,2.264131,6.110039,4.89071,2.524448,2.042587
1995,"Singapore",38.06408,1.55648,40.5988,2.145088,6.083155,4.493907,2.534716,1.899183
1996,"Singapore",39.08354,1.613508,41.75718,2.254412,6.236742,4.531576,2.673639,1.976132
1997,"Singapore",39.5437,1.305219,42.26962,1.99083,6.32025,3.779721,2.72592,1.686812
1998,"Singapore",39.8021,1.291229,42.66328,1.848486,6.597993,3.622315,2.861181,1.628567
1999,"Singapore",40.1076,1.287106,43.08398,1.89065,6.79652,3.622522,2.976377,1.647615
2000,"Singapore",40.12742,1.319732,43.07159,1.632669,6.759212,3.348299,2.944171,1.506926
2001,"Singapore",40.00298,1.26116,43.37422,1.681077,7.686673,3.395401,3.371249,1.556935
2002,"Singapore",39.95449,1.196731,43.22192,1.589484,7.490877,2.975173,3.267423,1.360094
2003,"Singapore",39.97136,1.078464,43.85645,1.682019,8.774356,3.037606,3.885087,1.440502
2004,"Singapore",40.41791,1.122975,44.06869,1.678576,8.202906,3.034658,3.650777,1.438131
2005,"Singapore",40.91421,1.118187,45.00071,1.853664,8.979374,3.260791,4.086508,1.588266
2006,"Singapore",41.26616,1.283013,45.04589,1.707677,8.317534,3.08485,3.779724,1.480327
2007,"Singapore",41.54625,1.221799,45.69817,1.918183,8.982318,3.381004,4.151928,1.668723
2008,"Singapore",41.49694,1.270529,45.51602,1.748671,8.749725,3.199266,4.019088,1.555334
2009,"Singapore",41.37914,1.228671,45.56768,1.81197,9.102302,3.247657,4.188543,1.598938
2010,"Singapore",41.38761,1.205258,45.35898,1.616794,8.686103,3.026259,3.971368,1.471322
2011,"Singapore",40.76031,1.357308,44.75908,1.761123,8.851586,3.375836,3.998773,1.608196
2012,"Singapore",40.8888,1.32941,44.81844,1.718669,8.693606,3.192506,3.929644,1.524166
2013,"Singapore",39.7267,1.708558,43.67623,1.941619,8.945566,4.075916,3.949535,1.879706
1987,"Slovak Republic",18.56901,.7148248,33.42836,2.047568,,,,
1988,"Slovak Republic",18.6307,.6628562,33.45444,1.690464,,,,
1989,"Slovak Republic",15.63305,.7460064,26.6903,1.560722,,,,
1990,"Slovak Republic",18.49278,.5584827,35.1328,1.304889,,,,
1991,"Slovak Republic",19.91515,.7248163,39.01003,1.612551,,,,
1992,"Slovak Republic",18.9,.191373,40.3,.3,,,,
1993,"Slovak Republic",18.71289,.3401715,38.01468,.7327926,50.76502,.9156168,19.30178,.6325167
1994,"Slovak Republic",21.14722,.8637202,40.56754,1.459826,47.85816,1.551808,19.42032,1.04576
1995,"Slovak Republic",22.93464,.9124135,41.83204,1.508388,45.16049,1.542806,18.89739,1.049099
1996,"Slovak Republic",25,.359564,43.1,.4,42.02616,.7057459,18.12984,.3721599
1997,"Slovak Republic",24.92385,.605909,44.07533,1.126028,43.43289,1.390944,19.15148,.9647949
1998,"Slovak Republic",25.20374,.7909825,44.76901,1.604047,43.66254,1.89332,19.56527,1.38262
1999,"Slovak Republic",25.37676,.8596897,44.58755,1.699827,43.04165,2.005929,19.21079,1.44083
2000,"Slovak Republic",26.5233,.8187603,45.21127,1.601961,41.29291,1.966888,18.68797,1.38982
2001,"Slovak Republic",27.58932,.7855805,46.1843,1.585299,40.22242,1.867349,18.59498,1.352392
2002,"Slovak Republic",28.38892,.7398894,46.82431,1.494434,39.3359,1.749788,18.4354,1.275475
2003,"Slovak Republic",27.9514,.596539,46.33846,1.08408,39.6624,1.335609,18.38705,.9308368
2004,"Slovak Republic",26.9,.510246,44.8,.5,39.93612,1.01028,17.90326,.5194649
2005,"Slovak Republic",26.44605,.3971723,44.09861,.5613967,40.02575,.8407032,17.65256,.5003996
2006,"Slovak Republic",25.68939,.3097279,42.91258,.4814492,40.13208,.6957831,17.22319,.4212833
2007,"Slovak Republic",24.8,.350371,41.6,.5,40.42479,.7907012,16.83319,.4394624
2008,"Slovak Republic",25.38423,.2994798,42.14927,.4649202,39.77225,.6648294,16.76504,.3962452
2009,"Slovak Republic",25.75137,.3268596,42.52014,.461437,39.43455,.695451,16.76876,.3985893
2010,"Slovak Republic",26.3,.421053,42.9,.5,38.67106,.8493011,16.59785,.4551854
2011,"Slovak Republic",25.888,.5567079,42.44479,.9172366,38.9937,1.305656,16.55679,.7951527
2012,"Slovak Republic",25.73777,.7447056,42.0043,1.453129,38.68432,1.93503,16.26653,1.241357
1987,"Slovenia",16.48145,.7783612,27.41901,1.542529,,,,
1988,"Slovenia",17.20437,.7592442,28.23804,1.587691,,,,
1989,"Slovenia",17.26011,.972901,28.50083,1.718609,,,,
1990,"Slovenia",17.90349,.9561242,28.43389,1.862413,36.86975,3.887075,10.5304,1.627572
1991,"Slovenia",21.9772,.8642419,35.61131,1.787111,38.18979,2.855434,13.63411,1.548793
1992,"Slovenia",21.98843,.8555976,35.59991,1.822483,38.13305,2.893762,13.61147,1.586661
1993,"Slovenia",21.56645,.6791077,34.93383,1.370654,38.20969,2.174476,13.36737,1.166788
1994,"Slovenia",21.31468,.6589743,34.48151,1.273505,38.1376,2.082078,13.16683,1.085307
1995,"Slovenia",21.77881,.6327092,35.18522,1.156981,38.06542,1.915231,13.40641,.9972467
1996,"Slovenia",22.2444,.4724287,35.82882,.8524832,37.89482,1.427305,13.58442,.7477344
1997,"Slovenia",22.9,.416539,36.7,.6,37.63821,1.104172,13.82747,.5365235
1998,"Slovenia",22.90359,.3220021,36.81203,.4728845,37.7779,.824689,13.90845,.4120972
1999,"Slovenia",23.2,.375591,37.3,.5,37.79712,.9162779,14.11081,.4489565
2000,"Slovenia",22.04642,.2518353,35.92229,.4219553,38.62309,.7138934,13.87587,.3684847
2001,"Slovenia",21.29252,.2401613,35.15029,.4205926,39.4199,.6913067,13.85776,.3601881
2002,"Slovenia",21.21295,.2262754,35.53079,.4321046,40.29202,.6879726,14.31784,.3746875
2003,"Slovenia",21.96443,.2323476,37.24972,.4233399,41.03085,.6227102,15.28529,.3563551
2004,"Slovenia",23.1,.297715,39.7,.5,41.7955,.7433516,16.59835,.4331245
2005,"Slovenia",22.95922,.2107486,39.4655,.3833255,41.82157,.5613376,16.50627,.3375078
2006,"Slovenia",23.05039,.2543179,39.63196,.3852147,41.83675,.5856608,16.58158,.3288247
2007,"Slovenia",23,.385875,39.6,.5,41.88001,.8856211,16.59362,.4514939
2008,"Slovenia",23.69799,.2703096,40.25829,.4309498,41.13222,.6294053,16.5603,.3663695
2009,"Slovenia",24.37989,.2855017,40.80807,.4433933,40.25397,.6717378,16.42818,.3872801
2010,"Slovenia",25.2,.382354,41.6,.6,39.3977,.8862856,16.40466,.5171659
2011,"Slovenia",24.90414,.476633,41.10231,.8467624,39.39565,1.205348,16.19817,.7350919
